CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
4069,76,1,1,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2,0
4070,135,1,1,0,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38,0,0
4071,59,1,2,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14,12,3.78,1,0
4072,111,1,2,33,168.1,97,28.58,204,88,17.34,260.9,97,11.74,15.1,3,4.08,1,0
4073,173,2,2,18,127.2,89,21.62,130.7,114,11.11,229.7,115,10.34,11.2,5,3.02,2,0
4074,60,1,1,0,230.7,66,39.22,165.4,65,14.06,309.1,139,13.91,13.3,10,3.59,1,0
4075,117,1,1,0,228.3,84,38.81,152.6,92,12.97,309.7,101,13.94,3.7,3,1,3,0
4076,54,1,1,0,197.7,84,33.61,221.3,89,18.81,189.4,109,8.52,7.8,3,2.11,2,0
4077,167,1,2,30,195.8,118,33.29,166.4,109,14.14,297.4,84,13.38,11.7,2,3.16,0,0
4078,98,1,1,0,190.5,106,32.39,164.2,92,13.96,110.8,88,4.99,11.4,5,3.08,2,0
4079,74,1,1,0,176.1,79,29.94,208.3,105,17.71,237.5,86,10.69,16.1,4,4.35,4,0
4080,112,1,1,0,210.4,78,35.77,172.4,75,14.65,240,105,10.8,11.7,3,3.16,2,0
4081,65,1,1,0,144.3,109,24.53,331.3,89,28.16,155.3,69,6.99,11.8,15,3.19,3,0
4082,194,1,2,42,203.7,109,34.63,192.9,125,16.4,318,81,14.31,10.8,16,2.92,3,0
4083,131,1,1,0,210.1,97,35.72,177.3,96,15.07,130.2,136,5.86,13.3,1,3.59,0,1
4084,54,1,1,0,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19,4,0
4085,115,1,2,30,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67,2,0
4086,99,1,1,0,201.5,103,34.26,124.2,120,10.56,239.9,56,10.8,11.5,3,3.11,0,0
4087,120,1,1,0,146,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21,0,0
4088,1,1,2,26,69.7,84,11.85,250.4,79,21.28,230.2,122,10.36,8.3,3,2.24,2,0
4089,136,1,1,0,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64,0,1
4090,86,1,2,25,126.4,97,21.49,189.7,118,16.12,233.6,97,10.51,12,2,3.24,1,0
4091,87,1,1,0,156,70,26.52,160.5,89,13.64,206.6,112,9.3,7.1,3,1.92,4,1
4092,18,1,1,0,180.2,115,30.63,83.4,114,7.09,245.3,111,11.04,11.9,6,3.21,1,0
4093,49,1,1,0,172,142,29.24,224,100,19.04,177.3,86,7.98,7.4,1,2,0,0
4094,131,1,2,29,42.1,114,7.16,183.3,70,15.58,158.7,82,7.14,10,1,2.7,0,0
4095,61,1,1,0,234.6,126,39.88,200.7,76,17.06,171.1,81,7.7,8.1,2,2.19,0,0
4096,137,1,1,0,115.5,101,19.64,226.2,81,19.23,179.1,123,8.06,13.6,4,3.67,0,0
4097,192,1,1,0,174.5,83,29.67,232.7,102,19.78,101.5,68,4.57,12.4,4,3.35,1,0
4098,105,1,1,0,181.9,70,30.92,233.5,83,19.85,194.6,80,8.76,8.1,9,2.19,1,0
4099,124,1,1,0,192.6,108,32.74,223.3,106,18.98,187,84,8.41,4.2,2,1.13,1,0
4100,90,1,1,0,235,77,39.95,267.3,94,22.72,222.1,119,9.99,5.3,4,1.43,3,1
4101,111,1,1,0,187.8,107,31.93,246,70,20.91,175.9,88,7.92,10.5,7,2.84,0,0
4102,121,1,2,22,212.3,107,36.09,238,94,20.23,332.8,114,14.98,10.4,2,2.81,1,0
4103,57,2,1,0,227.4,94,38.66,146.4,115,12.44,211.4,92,9.51,8.3,5,2.24,1,0
4104,63,1,1,0,162.5,86,27.63,165.4,112,14.06,163.7,67,7.37,13.4,6,3.62,4,1
4105,97,1,1,0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1,0
4106,97,1,1,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13,4,3.51,1,0
4107,134,1,2,10,159.4,79,27.1,91,94,7.74,199.5,137,8.98,10,3,2.7,2,0
4108,57,1,2,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,0
4109,109,2,1,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,0
4110,66,1,2,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3,0
4111,162,1,2,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,0
4112,115,1,2,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4,0,0
4113,86,1,2,29,189.3,107,32.18,221.3,101,18.81,325.6,137,14.65,13.8,3,3.73,1,0
4114,36,1,1,0,184.6,132,31.38,193.7,69,16.46,283.5,83,12.76,5.9,3,1.59,1,0
4115,118,1,1,0,161.6,96,27.47,223.9,113,19.03,240.6,137,10.83,6.8,2,1.84,0,0
4116,137,1,2,20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1,0
4117,67,1,1,0,178,77,30.26,233.6,88,19.86,175.6,88,7.9,6.3,4,1.7,2,0
4118,164,1,1,0,215.6,90,36.65,171.6,99,14.59,110.4,105,4.97,11.3,6,3.05,1,0
4119,180,1,1,0,253.9,69,43.16,184.2,138,15.66,174.3,83,7.84,0.4,7,0.11,1,0
4120,80,1,2,22,182.8,142,31.08,229.3,111,19.49,313.8,85,14.12,11.3,2,3.05,1,0
4121,138,1,1,0,138.7,124,23.58,280.3,64,23.83,206.7,98,9.3,10.4,4,2.81,1,0
4122,101,1,1,0,189,122,32.13,179.2,91,15.23,186.8,170,8.41,11.1,6,3,0,0
4123,147,1,1,0,134.6,91,22.88,175.1,83,14.88,201.1,114,9.05,8.9,3,2.4,0,0
4124,58,1,1,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0,0
4125,35,1,2,23,194.6,106,33.08,199.8,132,16.98,189.6,88,8.53,10.1,7,2.73,4,0
4126,152,1,1,0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2,1
4127,44,1,1,0,213.2,85,36.24,224,128,19.04,137.8,74,6.2,12.5,5,3.38,1,0
4128,103,1,1,0,107.9,111,18.34,166.9,129,14.19,208.5,78,9.38,9.7,3,2.62,1,0
4129,104,1,1,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,0
4130,99,1,2,21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2,0
4131,155,2,2,38,234.6,84,39.88,214.9,119,18.27,196.7,69,8.85,8,2,2.16,1,1
4132,51,1,2,43,158.2,94,26.89,213.2,105,18.12,190.4,91,8.57,8.5,2,2.3,2,0
4133,142,1,1,0,204.2,98,34.71,188.9,85,16.06,231.2,136,10.4,6.5,6,1.76,1,0
4134,108,1,1,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2,0
4135,154,1,2,14,183,113,31.11,187,144,15.9,181.1,112,8.15,10.2,3,2.75,1,0
4136,171,1,1,0,221.5,103,37.66,109.5,58,9.31,134.6,115,6.06,11.6,4,3.13,1,0
4137,33,1,1,0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0,0
4138,65,1,2,21,135.1,120,22.97,238.4,90,20.26,286.4,93,12.89,11,9,2.97,4,0
4139,95,1,2,35,238.3,86,40.51,258.1,132,21.94,194.9,72,8.77,13.1,4,3.54,5,0
4140,47,1,2,28,196.2,88,33.35,194.8,106,16.56,243,103,10.93,10.5,10,2.84,0,0
4141,49,1,2,20,205.9,109,35,298.4,105,25.36,142.1,91,6.39,12.3,3,3.32,4,0
4142,104,1,1,0,174.1,97,29.6,174.6,104,14.84,182.7,158,8.22,9.3,4,2.51,3,0
4143,173,1,1,0,154.6,81,26.28,147.3,100,12.52,132.9,99,5.98,6.9,5,1.86,0,0
4144,81,1,1,0,176.1,113,29.94,162,80,13.77,160.9,83,7.24,11.9,4,3.21,1,0
4145,63,1,2,19,163,75,27.71,238.4,103,20.26,171.8,100,7.73,11.3,3,3.05,3,0
4146,32,1,1,0,103.6,78,17.61,238.5,115,20.27,186.9,70,8.41,11,4,2.97,2,0
4147,111,1,1,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,0
4148,96,1,1,0,149.2,125,25.36,210.6,119,17.9,290.5,102,13.07,9.4,3,2.54,4,0
4149,79,1,1,0,187.3,108,31.84,177.1,72,15.05,269.2,135,12.11,9.5,3,2.57,3,0
4150,88,1,1,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,1
4151,182,1,2,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0,0
4152,84,2,2,18,136.8,114,23.26,200.3,110,17.03,199,86,8.96,8,4,2.16,3,0
4153,109,1,1,0,168,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0,0
4154,79,1,2,12,62.4,119,10.61,237.6,96,20.2,193.4,116,8.7,7.8,2,2.11,0,0
4155,68,1,2,41,226,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2,0
4156,70,1,1,0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2,0
4157,44,1,2,20,184.8,105,31.42,195,169,16.58,130.1,121,5.85,11.6,3,3.13,1,0
4158,113,1,1,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3,1,0
4159,86,2,2,41,225.5,95,38.34,229.3,101,19.49,134,82,6.03,11.6,10,3.13,2,0
4160,170,1,1,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1,0
4161,59,1,1,0,163.5,107,27.8,187.1,91,15.9,179.1,100,8.06,10.3,1,2.78,2,0
4162,112,1,2,22,244.7,104,41.6,203.1,88,17.26,222,84,9.99,7.4,6,2,0,0
4163,108,1,2,15,196.8,79,33.46,173.5,99,14.75,274.7,108,12.36,14.6,5,3.94,1,0
4164,57,1,2,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,0
4165,112,1,1,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1,0
4166,100,1,1,0,129.4,69,22,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1,0
4167,42,2,1,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3,1,0
4168,68,1,1,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,1
4169,132,1,1,0,172.7,90,29.36,344,62,29.24,301.6,113,13.57,5.5,4,1.49,0,0
4170,137,2,1,0,159.1,80,27.05,239.8,81,20.38,249,96,11.21,8.5,5,2.3,0,0
4171,42,1,1,0,166.8,138,28.36,212.4,78,18.05,194.7,70,8.76,12.4,9,3.35,2,0
4172,81,1,2,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1,0
4173,135,1,1,0,129.4,104,22,199,96,16.92,142.4,81,6.41,12.3,4,3.32,1,0
4174,102,1,1,0,171.5,77,29.16,261,107,22.19,328.8,72,14.8,10.2,1,2.75,0,0
4175,117,1,1,0,180.6,134,30.7,216.6,96,18.41,101,122,4.55,10.6,6,2.86,4,1
4176,37,1,2,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,0
4177,72,1,1,0,153.8,64,26.15,304.4,106,25.87,185,125,8.32,8.4,5,2.27,1,0
4178,48,1,1,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11,2,2.97,1,0
4179,155,1,1,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,0
4180,124,1,1,0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3,1
4181,91,1,1,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10,14.8,3,4,0,0
4182,169,1,1,0,276.1,120,46.94,123.5,88,10.5,261.9,116,11.79,11.9,5,3.21,1,0
4183,74,1,1,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,0
4184,101,2,2,35,181,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3,1,0
4185,142,1,1,0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9,7,2.43,1,0
4186,61,1,2,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2,0
4187,50,1,1,0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5,1
4188,82,1,1,0,217.6,82,36.99,169.4,101,14.4,248.9,124,11.2,12.7,3,3.43,0,0
4189,142,1,2,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3,2,0
4190,27,1,2,32,190.3,97,32.35,279,77,23.72,133.8,117,6.02,8.4,3,2.27,2,0
4191,165,1,2,23,184.7,63,31.4,168,62,14.28,176.1,125,7.92,8.7,5,2.35,1,0
4192,33,1,2,16,125.1,56,21.27,246.6,140,20.96,235.4,109,10.59,12.1,2,3.27,0,0
4193,55,1,1,0,181.3,100,30.82,200.5,122,17.04,226.9,99,10.21,10.9,2,2.94,1,0
4194,96,2,1,0,99.8,101,16.97,253.6,83,21.56,112.5,75,5.06,7.5,6,2.03,0,0
4195,115,1,1,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9,4,2.43,1,0
4196,65,1,1,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,1
4197,137,1,1,0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2,0
4198,95,1,1,0,133,94,22.61,196.6,126,16.71,181,128,8.15,9.9,3,2.67,4,1
4199,118,1,1,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1,1
4200,84,1,1,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,0
4201,42,1,1,0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1,0
4202,123,1,1,0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3,1
4203,60,1,1,0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1,0
4204,112,1,1,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,1
4205,43,1,1,0,165.8,96,28.19,132,105,11.22,323.2,62,14.54,10.7,6,2.89,0,0
4206,150,1,2,24,195.7,108,33.27,208.8,110,17.75,177,84,7.97,11.7,2,3.16,2,0
4207,92,1,1,0,250.6,100,42.6,41.7,94,3.54,186.2,100,8.38,9.7,6,2.62,2,0
4208,68,1,1,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1,0
4209,159,1,1,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,0
4210,158,1,2,19,127.6,88,21.69,235.2,82,19.99,195,87,8.78,10.1,3,2.73,0,0
4211,119,1,1,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,0
4212,54,1,2,28,217.4,98,36.96,246.2,120,20.93,127,92,5.72,7.5,8,2.03,1,0
4213,60,2,1,0,97.2,91,16.52,243.7,93,20.71,235,116,10.58,10.1,2,2.73,1,1
4214,111,1,2,23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1,0
4215,119,1,2,32,186.4,75,31.69,206.9,92,17.59,150.6,80,6.78,12.1,2,3.27,1,0
4216,74,1,1,0,180,110,30.6,212.9,100,18.1,182.3,95,8.2,11.8,10,3.19,0,0
4217,118,1,1,0,232.4,92,39.51,191,68,16.24,213,138,9.58,7.7,4,2.08,1,0
4218,124,1,1,0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3,0
4219,133,1,1,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3,3,0
4220,49,1,1,0,260.9,88,44.35,174.2,103,14.81,262.8,98,11.83,10.6,4,2.86,1,0
4221,112,1,1,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,0
4222,130,1,1,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2,0
4223,188,1,1,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,0
4224,174,1,1,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,0
4225,57,1,1,0,166.4,114,28.29,76.8,119,6.53,260.1,77,11.7,10.9,3,2.94,3,0
4226,105,1,1,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1,0
4227,175,2,2,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,1
4228,132,1,1,0,138.7,101,23.58,257.5,85,21.89,165.6,92,7.45,7.8,1,2.11,2,0
4229,65,1,1,0,97.9,138,16.64,173,102,14.71,262.2,92,11.8,9.2,4,2.48,1,0
4230,131,1,1,0,103.5,105,17.6,174.1,103,14.8,248.2,95,11.17,11.7,2,3.16,5,1
4231,114,1,1,0,206.3,113,35.07,223.5,97,19,234.3,119,10.54,8.1,6,2.19,2,0
4232,127,1,2,24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3,0
4233,94,1,1,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2,3,0
4234,67,1,1,0,125,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,1
4235,116,1,1,0,119,94,20.23,144.3,110,12.27,199.7,65,8.99,8.8,5,2.38,2,0
4236,107,1,1,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,1
4237,110,1,1,0,149.2,128,25.36,112.8,101,9.59,156.3,111,7.03,12.2,4,3.29,1,0
4238,29,1,1,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1,0
4239,115,1,1,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,0
4240,68,1,1,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2,0
4241,69,1,1,0,245.6,128,41.75,173,101,14.71,111.8,118,5.03,14.2,7,3.83,2,0
4242,97,1,1,0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0,0
4243,79,1,1,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,0
4244,52,1,1,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,1
4245,114,1,1,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3,0
4246,90,1,2,19,214,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,0
4247,73,1,2,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,0
4248,100,1,1,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14,2,3.78,0,0
4249,124,1,1,0,133.2,80,22.64,144.2,98,12.26,261,102,11.75,12,3,3.24,3,1
4250,112,1,1,0,135.7,34,23.07,243,99,20.66,209.3,115,9.42,12.2,8,3.29,1,0
4251,95,1,1,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10,2,2.7,3,0
4252,102,1,2,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,0
4253,61,1,1,0,140.8,126,23.94,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,1
4254,104,1,1,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,0
4255,184,1,1,0,237.6,86,40.39,157,105,13.35,163.6,103,7.36,14.2,2,3.83,2,0
4256,29,1,1,0,182.1,92,30.96,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,0
4257,5,1,1,0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,0
4258,165,1,1,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,0
4259,156,1,1,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,0
4260,115,1,1,0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,0
4261,109,2,1,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,0
4262,117,1,1,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,1
4263,148,1,1,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,0
4264,135,1,1,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,0
4265,26,1,1,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,0
4266,78,1,1,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,0
4267,78,1,1,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,0
4268,121,1,1,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,0
4269,101,1,1,0,202.5,91,34.43,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,0
4270,90,1,1,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,0
4271,83,1,1,0,135.2,76,22.98,161,98,13.69,129.3,105,5.82,9,6,2.43,0,0
4272,134,1,1,0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,0
4273,48,1,1,0,247.6,114,42.09,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1,0
4274,185,1,1,0,158.5,93,26.95,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0,0
4275,91,1,2,39,160.8,97,27.34,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3,0
4276,90,1,2,31,118.5,92,20.15,257.9,76,21.92,186.2,96,8.38,9,6,2.43,1,0
4277,159,1,1,0,181,107,30.77,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7,0
4278,103,1,2,40,140.3,52,23.85,245.6,114,20.88,111.7,86,5.03,11.1,6,3,1,0
4279,142,2,1,0,160.6,101,27.3,202,125,17.17,221.7,100,9.98,8.8,2,2.38,1,1
4280,82,1,1,0,120.5,107,20.49,176.3,124,14.99,258,121,11.61,10.5,5,2.84,0,0
4281,76,1,1,0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1,0
4282,118,1,1,0,178.4,81,30.33,182.7,119,15.53,251.4,109,11.31,10.8,2,2.92,1,0
4283,139,1,1,0,258.7,94,43.98,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08,1,1
4284,87,1,2,18,124.3,104,21.13,196.1,80,16.67,290,110,13.05,7.2,3,1.94,1,0
4285,167,1,1,0,94.9,114,16.13,315.8,105,26.84,181,71,8.15,10.8,6,2.92,0,0
4286,130,1,1,0,162,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,0
4287,87,1,1,0,176.6,83,30.02,221.6,101,18.84,185.3,89,8.34,9.4,1,2.54,0,0
4288,69,1,1,0,198.8,141,33.8,203.7,110,17.31,177.1,109,7.97,15.2,2,4.1,4,0
4289,109,1,1,0,150.6,106,25.6,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57,1,0
4290,53,1,1,0,198.3,100,33.71,304.2,93,25.86,131.5,85,5.92,9.2,5,2.48,2,0
4291,59,1,1,0,189.1,141,32.15,198.2,113,16.85,280.2,103,12.61,2.2,7,0.59,1,0
4292,124,1,1,0,156.9,74,26.67,195.8,82,16.64,181,99,8.15,8.8,2,2.38,1,0
4293,73,1,1,0,67,76,11.39,223,154,18.96,236.5,151,10.64,11.2,2,3.02,1,0
4294,94,1,1,0,261.3,89,44.42,152.4,139,12.95,120.2,124,5.41,10.5,2,2.84,0,0
4295,80,1,1,0,135.1,92,22.97,185,103,15.73,147.1,74,6.62,14.7,5,3.97,3,0
4296,101,2,1,0,92.1,109,15.66,163,83,13.86,133.3,102,6,9.7,11,2.62,2,0
4297,115,1,1,0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1,0
4298,100,2,1,0,156.3,82,26.57,259.4,91,22.05,143.7,93,6.47,8.3,7,2.24,5,0
4299,85,1,1,0,274.7,79,46.7,119.4,122,10.15,296.9,74,13.36,9.4,10,2.54,1,0
4300,110,1,1,0,244.7,84,41.6,106.4,95,9.04,194.9,61,8.77,10.5,1,2.84,2,1
4301,92,2,1,0,183.6,96,31.21,149.7,55,12.72,135.2,71,6.08,11.8,4,3.19,0,0
4302,102,1,1,0,167.1,80,28.41,222.9,94,18.95,179.9,103,8.1,11.6,3,3.13,5,0
4303,134,1,1,0,177.1,120,30.11,218.1,123,18.54,183.8,93,8.27,12.7,5,3.43,3,0
4304,42,1,1,0,143.7,96,24.43,221,98,18.79,108.9,94,4.9,8.6,1,2.32,2,0
4305,175,1,1,0,185,104,31.45,325.8,86,27.69,85.4,105,3.84,14.6,2,3.94,1,0
4306,136,1,2,23,235.6,65,40.05,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05,1,0
4307,32,2,1,0,265.5,75,45.14,119.7,77,10.17,169.9,128,7.65,14.8,6,4,2,1
4308,101,1,1,0,332.1,91,56.46,151,123,12.84,277.8,99,12.5,11.3,3,3.05,1,1
4309,132,2,2,21,223.4,89,37.98,193.2,105,16.42,226.2,85,10.18,7.7,5,2.08,3,0
4310,120,1,1,0,163.6,109,27.81,237.3,95,20.17,186.2,141,8.38,12.3,5,3.32,0,0
4311,122,1,1,0,190,125,32.3,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29,3,0
4312,52,1,1,0,153.7,100,26.13,174.2,139,14.81,242.3,53,10.9,14.1,3,3.81,1,0
4313,182,1,1,0,160.3,87,27.25,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35,2,0
4314,138,1,2,12,114.5,100,19.47,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11,0,0
4315,130,1,1,0,140.9,68,23.95,217.5,109,18.49,123.6,96,5.56,13.6,4,3.67,3,0
4316,106,1,1,0,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3,0
4317,150,1,1,0,150.9,92,25.65,191,106,16.24,223.6,107,10.06,8.3,4,2.24,5,1
4318,94,1,1,0,255.1,96,43.37,276.9,67,23.54,226.5,74,10.19,10.6,2,2.86,0,1
4319,116,1,1,0,154,127,26.18,280.4,68,23.83,213,56,9.58,8.6,2,2.32,6,0
4320,89,1,1,0,94.5,107,16.07,191.8,85,16.3,196.2,131,8.83,15,5,4.05,1,0
4321,45,1,1,0,135,116,22.95,159,108,13.52,170.3,130,7.66,11.1,15,3,1,0
4322,74,1,1,0,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0,1
4323,158,1,1,0,165.4,70,28.12,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81,1,0
4324,76,1,1,0,222,99,37.74,215.9,122,18.35,204.1,131,9.18,8.2,5,2.21,3,1
